tabela_id,uf_nome,sexo,variavel_nome,unidade_medida,valor,ano,trimestre,periodo_label,valor_imputado,is_outlier,indicador_tabela,valor_normalizado,faixa_rendimento,gap_salarial_pct
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,31.7,2025,4,2025-T4,31.7,False,Força de trabalho e informalidade,0.7821782178217824,Não se aplica,31.45
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,29.2,2025,4,2025-T4,29.2,False,Força de trabalho e informalidade,0.5346534653465347,Não se aplica,31.45
4093,Santa Catarina,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2123.0,2020,1,2020-T1,2123.0,False,Força de trabalho e informalidade,0.25193798449612415,Não se aplica,31.75
4093,Santa Catarina,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,1668.0,2020,1,2020-T1,1668.0,False,Força de trabalho e informalidade,0.0,Não se aplica,31.75
4093,Santa Catarina,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,26.8,2020,1,2020-T1,26.8,False,Força de trabalho e informalidade,0.2970297029702973,Não se aplica,31.75
4093,Santa Catarina,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,24.8,2020,1,2020-T1,24.8,False,Força de trabalho e informalidade,0.0990099009900991,Não se aplica,31.75
4093,Santa Catarina,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2020,2,2020-T2,2377.375,False,Força de trabalho e informalidade,0.3927879291251385,Não se aplica,
4093,Santa Catarina,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2020,2,2020-T2,1894.25,False,Força de trabalho e informalidade,0.12527685492801777,Não se aplica,
4093,Santa Catarina,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2020,2,2020-T2,27.03125,False,Força de trabalho e informalidade,0.31992574257425765,Não se aplica,
4093,Santa Catarina,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2020,2,2020-T2,25.325,False,Força de trabalho e informalidade,0.1509900990099009,Não se aplica,
4093,Santa Catarina,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2020,3,2020-T3,2377.375,False,Força de trabalho e informalidade,0.3927879291251385,Não se aplica,
4093,Santa Catarina,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2020,3,2020-T3,1894.25,False,Força de trabalho e informalidade,0.12527685492801777,Não se aplica,
